year,faculty,plan_code,degree_abbrev,specialisation,variant,study_year,credits_ideal,credits_unresolved_slots,credits_stated,stated_is_minimum,credit_delta,fee_ideal_zar,fee_estimated_component_zar,fee_slots_missing,fee_published_zar,fee_published_label,fee_match_method,fee_delta_pct
2024,COM,CB004CSC05,BBusSc,Computer Science,regular,1,144,0,162,False,-18,78140,0,0,78140,BBusSc specialising in Computer Science,label_match,0.0
2024,COM,CB004CSC05,BBusSc,Computer Science,regular,2,150,0,162,True,-12,77190,0,0,96910,BBusSc specialising in Computer Science,label_match,-20.3
2024,COM,CB004CSC05,BBusSc,Computer Science,regular,3,180,0,180,False,0,58310,0,2,96370,BBusSc specialising in Computer Science,label_match,-39.5
2024,COM,CB004CSC05,BBusSc,Computer Science,regular,4,262,0,160,False,102,118930,0,0,74050,BBusSc specialising in Computer Science,label_match,60.6
2024,COM,CB004ECO01,BBusSc,Economics,regular,1,150,0,150,False,0,78700,0,0,78700,BBusSc specialising in Economics,label_match,0.0
2024,COM,CB004ECO01,BBusSc,Economics,regular,2,156,0,150,False,6,83650,0,0,83650,BBusSc specialising in Economics,label_match,0.0
2024,COM,CB004ECO01,BBusSc,Economics,regular,3,216,2,162,False,54,116680,9860,2,116680,BBusSc specialising in Economics,label_match,0.0
2024,COM,CB004ECO01,BBusSc,Economics,regular,4,156,0,156,False,0,98470,0,0,98470,BBusSc specialising in Economics,label_match,0.0
2024,COM,CB004ECO03,BBusSc,Economics with Law,regular,1,150,0,150,False,0,78700,0,0,78700,BBusSc specialising in Economics with Law,label_match,0.0
2024,COM,CB004ECO03,BBusSc,Economics with Law,regular,2,168,0,168,False,0,88120,0,0,88120,BBusSc specialising in Economics with Law,label_match,0.0
2024,COM,CB004ECO03,BBusSc,Economics with Law,regular,3,162,0,162,False,0,85050,9860,0,85350,BBusSc specialising in Economics with Law,label_match,-0.4
2024,COM,CB004ECO03,BBusSc,Economics with Law,regular,4,174,0,174,False,0,108330,0,0,108330,BBusSc specialising in Economics with Law,label_match,0.0
2024,COM,CB004FTX04,BBusSc,Finance with Accounting,regular,1,159,0,159,False,0,86930,0,0,88560,BBusSc specialising in Finance with Accounting (CA Option),label_match,-1.8
2024,COM,CB004FTX04,BBusSc,Finance with Accounting,regular,2,180,0,180,False,0,99450,0,0,99450,BBusSc specialising in Finance with Accounting (CA Option),label_match,0.0
2024,COM,CB004FTX04,BBusSc,Finance with Accounting,regular,3,170,0,170,False,0,87680,0,0,87680,BBusSc specialising in Finance with Accounting (CA Option),label_match,0.0
2024,COM,CB004FTX04,BBusSc,Finance with Accounting,regular,4,184,0,184,False,0,88480,0,0,88480,BBusSc specialising in Finance with Accounting (CA Option),label_match,0.0
2024,COM,CB004FTX05,BBusSc,Finance,regular,1,150,0,150,False,0,78700,0,0,78700,BBusSc specialising in Finance (Non CA Option),label_match,0.0
2024,COM,CB004FTX05,BBusSc,Finance,regular,2,168,0,168,False,0,90440,0,0,90400,BBusSc specialising in Finance (Non CA Option),label_match,0.0
2024,COM,CB004FTX05,BBusSc,Finance,regular,3,144,0,162,False,-18,78190,0,0,88050,BBusSc specialising in Finance (Non CA Option),label_match,-11.2
2024,COM,CB004FTX05,BBusSc,Finance,regular,4,144,0,144,False,0,78620,0,0,78620,BBusSc specialising in Finance (Non CA Option),label_match,0.0
2024,COM,CB004INF01,BBusSc,Information Systems,regular,1,168,0,168,False,0,87710,0,0,87710,BBusSc specialising in Information Systems,label_match,0.0
2024,COM,CB004INF01,BBusSc,Information Systems,regular,2,168,0,168,False,0,91640,0,0,101410,BBusSc specialising in Information Systems,label_match,-9.6
2024,COM,CB004INF01,BBusSc,Information Systems,regular,3,156,0,156,False,0,88340,0,0,78620,BBusSc specialising in Information Systems,label_match,12.4
2024,COM,CB004INF01,BBusSc,Information Systems,regular,4,176,0,176,False,0,90400,0,0,90400,BBusSc specialising in Information Systems,label_match,0.0
2024,COM,CB011ACC03,BCom,Financial Accounting: Accounting with Law,extended,2,162,0,162,False,0,84920,0,0,84920,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,ad_shared,0.0
2024,COM,CB011ACC03,BCom,Financial Accounting: Accounting with Law,extended,3,144,0,144,False,0,75320,0,0,75320,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,ad_shared,0.0
2024,COM,CB011ACC04,BCom,Financial Accounting: Chartered Accountant,extended,1,125,0,125,False,0,67690,0,0,67690,Bachelor of Commerce Academic Development specialising in Financial Accounting Chartered Accounting Stream,ad_duration,0.0
2024,COM,CB011ACC04,BCom,Financial Accounting: Chartered Accountant,extended,2,126,0,126,False,0,68830,0,0,68830,Bachelor of Commerce Academic Development specialising in Financial Accounting Chartered Accounting Stream,ad_duration,0.0
2024,COM,CB011ACC04,BCom,Financial Accounting: Chartered Accountant,extended,3,152,0,152,False,0,76790,0,0,76790,Bachelor of Commerce Academic Development specialising in Financial Accounting Chartered Accounting Stream,ad_duration,0.0
2024,COM,CB011ACC04,BCom,Financial Accounting: Chartered Accountant,extended,4,112,0,112,False,0,58950,0,0,58950,Bachelor of Commerce Academic Development specialising in Financial Accounting Chartered Accounting Stream,ad_duration,0.0
2024,COM,CB011ACC08,BCom,Financial Accounting: General Accounting,extended,1,107,0,107,False,0,57830,0,0,57830,BCom Academic Development specialising in Financial Accounting General Accounting Stream,ad_duration,0.0
2024,COM,CB011ACC08,BCom,Financial Accounting: General Accounting,extended,2,126,0,126,False,0,68830,0,0,68830,BCom Academic Development specialising in Financial Accounting General Accounting Stream,ad_duration,0.0
2024,COM,CB011ACC08,BCom,Financial Accounting: General Accounting,extended,3,122,0,122,False,0,58770,0,0,58770,BCom Academic Development specialising in Financial Accounting General Accounting Stream,ad_duration,0.0
2024,COM,CB011ACC08,BCom,Financial Accounting: General Accounting,extended,4,82,0,100,False,-18,37660,0,0,37660,BCom Academic Development specialising in Financial Accounting General Accounting Stream,ad_duration,0.0
2024,COM,CB011BUS06,BCom,Management Studies,extended,1,116,0,116,False,0,59460,0,0,69040,BCom Academic Development specialising in Management Studies,ad_duration,-13.9
2024,COM,CB011BUS06,BCom,Management Studies,extended,2,90,0,108,False,-18,49180,0,0,59040,BCom Academic Development specialising in Management Studies,ad_duration,-16.7
2024,COM,CB011BUS06,BCom,Management Studies,extended,3,150,0,150,False,0,81430,29580,0,51850,BCom Academic Development specialising in Management Studies,ad_duration,57.0
2024,COM,CB011BUS06,BCom,Management Studies,extended,4,120,0,120,False,0,65733,55873,0,39440,BCom Academic Development specialising in Management Studies,ad_duration,66.7
2024,COM,CB011ECO02,BCom,Economics and Finance,extended,1,98,0,96,False,2,49600,0,0,59460,BCom Academic Development specialising in Economics & Finance,ad_duration,-16.6
2024,COM,CB011ECO02,BCom,Economics and Finance,extended,2,108,0,108,False,0,59040,0,0,59040,BCom Academic Development specialising in Economics & Finance,ad_duration,0.0
2024,COM,CB011ECO02,BCom,Economics and Finance,extended,3,96,0,132,True,-36,51850,9860,0,41990,BCom Academic Development specialising in Economics & Finance,ad_duration,23.5
2024,COM,CB011ECO02,BCom,Economics and Finance,extended,4,198,1,126,True,72,108460,9860,1,98600,BCom Academic Development specialising in Economics & Finance,ad_duration,10.0
2024,COM,CB011ECO03,BCom,Economics with Law,extended,1,114,0,116,False,-2,59100,0,0,59100,BCom Academic Development specialising in Economics with Law,ad_duration,0.0
2024,COM,CB011ECO03,BCom,Economics with Law,extended,2,108,0,108,True,0,58780,9800,0,48980,BCom Academic Development specialising in Economics with Law,ad_duration,20.0
2024,COM,CB011ECO03,BCom,Economics with Law,extended,3,108,0,108,False,0,55730,0,0,65590,BCom Academic Development specialising in Economics with Law,ad_duration,-15.0
2024,COM,CB011ECO03,BCom,Economics with Law,extended,4,180,1,108,False,72,95170,0,1,55730,BCom Academic Development specialising in Economics with Law,ad_duration,70.8
2024,COM,CB011ECO04,BCom,Economics and Statistics,extended,1,96,0,96,False,0,49240,0,0,49240,BCom Academic Development specialising in Economics & Statistics,ad_duration,0.0
2024,COM,CB011ECO04,BCom,Economics and Statistics,extended,2,108,0,108,False,0,58190,0,0,58190,BCom Academic Development specialising in Economics & Statistics,ad_duration,0.0
2024,COM,CB011ECO04,BCom,Economics and Statistics,extended,3,120,0,144,True,-24,64520,9860,0,64520,BCom Academic Development specialising in Economics & Statistics,ad_duration,0.0
2024,COM,CB011ECO04,BCom,Economics and Statistics,extended,4,162,0,162,True,0,87360,29580,0,95840,BCom Academic Development specialising in Economics & Statistics,ad_duration,-8.8
2024,COM,CB011INF01,BCom,Information Systems,extended,1,98,0,110,False,-12,50450,0,0,60030,BCom Academic Development specialising in Information Systems,ad_duration,-16.0
2024,COM,CB011INF01,BCom,Information Systems,extended,2,108,0,108,False,0,59250,0,0,59250,BCom Academic Development specialising in Information Systems,ad_duration,0.0
2024,COM,CB011INF01,BCom,Information Systems,extended,3,120,0,120,False,0,68760,9800,0,58960,BCom Academic Development specialising in Information Systems,ad_duration,16.6
2024,COM,CB011INF01,BCom,Information Systems,extended,4,108,0,108,False,0,58050,19720,0,38330,BCom Academic Development specialising in Information Systems,ad_duration,51.4
2024,COM,CB011INF06,BCom,Information Systems and Computer Science,extended,1,98,0,110,False,-12,50170,0,0,59970,BCom Academic Development specialising in Information Systems & Computer Science,ad_duration,-16.3
2024,COM,CB011INF06,BCom,Information Systems and Computer Science,extended,2,108,0,108,False,0,57650,0,0,67450,BCom Academic Development specialising in Information Systems & Computer Science,ad_duration,-14.5
2024,COM,CB011INF06,BCom,Information Systems and Computer Science,extended,3,108,0,108,False,0,57790,0,0,57790,BCom Academic Development specialising in Information Systems & Computer Science,ad_duration,0.0
2024,COM,CB011INF06,BCom,Information Systems and Computer Science,extended,4,126,0,126,False,0,29580,0,2,67640,BCom Academic Development specialising in Information Systems & Computer Science,ad_duration,-56.3
2024,COM,CB011INF11,BCom,Information Systems and Finance,extended,1,116,0,128,False,-12,60310,0,0,60310,BCom Academic Development specialising in Information Systems & Finance,ad_duration,0.0
2024,COM,CB011INF11,BCom,Information Systems and Finance,extended,2,108,0,108,False,0,59190,0,0,59190,BCom Academic Development specialising in Information Systems & Finance,ad_duration,0.0
2024,COM,CB011INF11,BCom,Information Systems and Finance,extended,3,126,0,126,False,0,68960,0,0,68960,BCom Academic Development specialising in Information Systems & Finance,ad_duration,0.0
2024,COM,CB011INF11,BCom,Information Systems and Finance,extended,4,114,0,114,False,0,60860,0,0,60860,BCom Academic Development specialising in Information Systems & Finance,ad_duration,0.0
2024,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,1,110,0,108,False,2,57490,0,0,57490,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,0.0
2024,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,2,96,0,96,False,0,49240,0,0,49240,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,0.0
2024,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,3,198,1,102,False,96,99130,0,1,51570,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,92.2
2024,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,4,223,2,162,True,61,102724,13694,2,73080,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,40.6
2024,COM,CB015BUS07,BBusSc,Marketing,extended,1,114,0,114,False,0,58250,0,0,58250,BBusSc Academic Development specialising in Marketing,ad_duration,0.0
2024,COM,CB015BUS07,BBusSc,Marketing,extended,2,96,0,96,False,0,51990,0,0,51990,BBusSc Academic Development specialising in Marketing,ad_duration,0.0
2024,COM,CB015BUS07,BBusSc,Marketing,extended,3,72,0,90,False,-18,39180,0,0,49040,BBusSc Academic Development specialising in Marketing,ad_duration,-20.1
2024,COM,CB015BUS07,BBusSc,Marketing,extended,4,126,0,126,False,0,58470,0,0,58470,BBusSc Academic Development specialising in Marketing,ad_duration,0.0
2024,COM,CB015BUS07,BBusSc,Marketing,extended,5,180,0,180,False,0,96630,0,0,96630,BBusSc Academic Development specialising in Marketing,ad_duration,0.0
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,1,128,0,128,False,0,68290,0,0,68290,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,0.0
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,2,102,0,120,False,-18,51200,0,0,51200,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,0.0
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,3,144,0,108,False,36,78620,9860,0,58900,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,33.5
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,4,84,0,84,False,0,43500,0,0,43500,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,0.0
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,5,156,0,156,False,0,91880,0,0,91880,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,0.0
2024,COM,CB015BUS22,BBusSc,Analytics,extended,1,134,0,134,False,0,69040,0,0,69040,BBusSc Academic Development specialising in Analytics,ad_duration,0.0
2024,COM,CB015BUS22,BBusSc,Analytics,extended,2,72,0,72,False,0,39040,0,0,48840,BBusSc Academic Development specialising in Analytics,ad_duration,-20.1
2024,COM,CB015BUS22,BBusSc,Analytics,extended,3,168,0,168,False,0,90440,0,0,90440,BBusSc Academic Development specialising in Analytics,ad_duration,0.0
2024,COM,CB015BUS22,BBusSc,Analytics,extended,4,228,0,180,True,48,121180,0,0,140900,BBusSc Academic Development specialising in Analytics,ad_duration,-14.0
2024,COM,CB015BUS22,BBusSc,Analytics,extended,5,178,0,178,False,0,81340,0,0,81340,BBusSc Academic Development specialising in Analytics,ad_duration,0.0
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,1,128,0,128,False,0,68980,0,0,68980,BBusSc Academic Development specialising in Computer Science,ad_duration,0.0
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,2,114,0,126,False,-12,58500,0,0,68360,BBusSc Academic Development specialising in Computer Science,ad_duration,-14.4
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,3,126,0,126,False,0,67590,0,0,67590,BBusSc Academic Development specialising in Computer Science,ad_duration,0.0
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,4,126,0,126,False,0,29580,0,2,67640,BBusSc Academic Development specialising in Computer Science,ad_duration,-56.3
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,5,262,0,160,False,102,118930,0,0,63490,BBusSc Academic Development specialising in Computer Science,ad_duration,87.3
2024,COM,CB015ECO01,BBusSc,Economics,extended,1,232,0,116,False,116,120620,0,0,60310,BBusSc Academic Development specialising in Economics,ad_duration,100.0
2024,COM,CB015ECO01,BBusSc,Economics,extended,2,240,0,114,False,126,129900,0,0,68050,BBusSc Academic Development specialising in Economics,ad_duration,90.9
2024,COM,CB015ECO01,BBusSc,Economics,extended,3,282,0,126,False,156,149570,9860,0,71140,BBusSc Academic Development specialising in Economics,ad_duration,110.2
2024,COM,CB015ECO01,BBusSc,Economics,extended,4,288,2,144,False,144,152950,9860,2,77500,BBusSc Academic Development specialising in Economics,ad_duration,97.4
2024,COM,CB015ECO01,BBusSc,Economics,extended,5,312,0,166,False,146,196940,0,0,68890,BBusSc Academic Development specialising in Economics,ad_duration,185.9
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,1,125,0,125,False,0,67690,0,0,69040,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,-2.0
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,2,138,0,138,False,0,77650,0,0,48840,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,59.0
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,3,150,0,150,False,0,81560,0,0,90440,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,-9.8
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,4,160,0,160,False,0,77820,0,0,140900,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,-44.8
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,5,158,0,158,False,0,78620,0,0,81340,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,-3.3
2024,COM,CB015FTX05,BBusSc,Finance,extended,1,116,0,116,False,0,60310,0,0,73760,BBusSc Academic Development specialising in Finance,ad_duration,-18.2
2024,COM,CB015FTX05,BBusSc,Finance,extended,2,126,0,126,False,0,68050,0,0,67830,BBusSc Academic Development specialising in Finance,ad_duration,0.3
2024,COM,CB015FTX05,BBusSc,Finance,extended,3,96,0,90,False,6,51850,9860,0,46820,BBusSc Academic Development specialising in Finance,ad_duration,10.7
2024,COM,CB015FTX05,BBusSc,Finance,extended,4,144,0,144,False,0,78190,0,0,74790,BBusSc Academic Development specialising in Finance,ad_duration,4.5
2024,COM,CB015FTX05,BBusSc,Finance,extended,5,144,0,144,False,0,78620,0,0,75200,BBusSc Academic Development specialising in Finance,ad_duration,4.5
2024,COM,CB015INF01,BBusSc,Information Systems,extended,1,110,0,128,False,-18,59460,0,0,49320,BBusSc Academic Development specialising in Information Systems,ad_duration,20.6
2024,COM,CB015INF01,BBusSc,Information Systems,extended,2,132,0,108,False,24,68900,0,0,59100,BBusSc Academic Development specialising in Information Systems,ad_duration,16.6
2024,COM,CB015INF01,BBusSc,Information Systems,extended,3,132,0,132,False,0,71660,0,0,52200,BBusSc Academic Development specialising in Information Systems,ad_duration,37.3
2024,COM,CB015INF01,BBusSc,Information Systems,extended,4,120,0,120,False,0,68880,0,0,68880,BBusSc Academic Development specialising in Information Systems,ad_duration,0.0
2024,COM,CB015INF01,BBusSc,Information Systems,extended,5,176,0,176,False,0,90400,0,0,86470,BBusSc Academic Development specialising in Information Systems,ad_duration,4.5
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,1,220,0,110,False,110,120060,0,0,,,unmatched,
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,2,192,0,108,False,84,108220,0,0,,,unmatched,
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,3,318,0,150,False,168,171620,0,0,,,unmatched,
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,4,378,0,198,False,180,204890,0,0,,,unmatched,
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,5,321,0,147,False,174,162770,0,0,,,unmatched,
2024,COM,CB019BUS01,BCom,Actuarial Science,regular,1,180,0,180,False,0,98140,0,0,98140,BCom specialising in Actuarial Science,label_match,0.0
2024,COM,CB019BUS01,BCom,Actuarial Science,regular,2,186,0,186,False,0,100600,0,0,100600,BCom specialising in Actuarial Science,label_match,0.0
2024,COM,CB019BUS01,BCom,Actuarial Science,regular,3,162,0,162,False,0,88870,0,0,88870,BCom specialising in Actuarial Science,label_match,0.0
2024,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,1,180,0,180,False,0,98140,0,0,98080,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.1
2024,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,2,186,0,186,False,0,100600,0,0,100600,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0
2024,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,3,180,0,180,False,0,96300,0,0,96300,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0
2024,COM,CB020BUS01,BCom,Actuarial Science,extended,1,110,0,110,False,0,60030,0,0,60030,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0
2024,COM,CB020BUS01,BCom,Actuarial Science,extended,2,108,0,108,False,0,59040,0,0,59040,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0
2024,COM,CB020BUS01,BCom,Actuarial Science,extended,3,150,0,150,False,0,80880,0,0,80880,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0
2024,COM,CB020BUS01,BCom,Actuarial Science,extended,4,162,0,162,False,0,88870,0,0,88870,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0
2024,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,1,110,0,110,False,0,60030,0,0,60030,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0
2024,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,2,126,0,126,False,0,68050,0,0,68050,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0
2024,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,3,132,0,,False,,71870,0,0,71870,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0
2024,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,4,180,0,180,False,0,96300,0,0,96300,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0
2024,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,2,162,0,162,False,0,84920,0,0,84920,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,ad_shared,0.0
2024,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,3,144,0,144,False,0,75320,0,0,75320,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,ad_shared,0.0
2024,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,1,161,0,161,False,0,87350,0,0,,,unmatched,
2024,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,2,144,0,144,False,0,78490,0,0,,,unmatched,
2024,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,3,174,0,,False,,86830,0,0,,,unmatched,
2024,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,1,161,0,161,False,0,87350,0,0,,,unmatched,
2024,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,2,144,0,144,False,0,77900,0,0,,,unmatched,
2024,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,3,168,0,168,False,0,76710,0,0,,,unmatched,
2024,COM,CB023BUS06,BCom,Management Studies,augmented,1,170,0,168,False,2,88920,0,0,,,unmatched,
2024,COM,CB023BUS06,BCom,Management Studies,augmented,2,168,0,168,False,0,91290,19720,0,,,unmatched,
2024,COM,CB023BUS06,BCom,Management Studies,augmented,3,120,0,120,False,0,65733,55873,0,,,unmatched,
2024,COM,CB023ECO02,BCom,Economics and Finance,augmented,1,150,0,152,False,-2,78700,0,0,,,unmatched,
2024,COM,CB023ECO02,BCom,Economics and Finance,augmented,2,132,0,150,True,-18,70980,9860,0,,,unmatched,
2024,COM,CB023ECO02,BCom,Economics and Finance,augmented,3,144,0,144,True,0,78620,9860,0,,,unmatched,
2024,COM,CB023ECO03,BCom,Economics with Law,augmented,1,132,0,134,False,-2,68900,0,0,,,unmatched,
2024,COM,CB023ECO03,BCom,Economics with Law,augmented,2,162,0,162,True,0,84990,9800,0,,,unmatched,
2024,COM,CB023ECO03,BCom,Economics with Law,augmented,3,216,1,162,False,54,114890,0,1,,,unmatched,
2024,COM,CB023ECO04,BCom,Economics and Statistics,augmented,1,150,0,168,False,-18,78700,0,0,,,unmatched,
2024,COM,CB023ECO04,BCom,Economics and Statistics,augmented,2,186,1,156,True,30,98870,0,1,,,unmatched,
2024,COM,CB023ECO04,BCom,Economics and Statistics,augmented,3,234,1,180,True,54,125420,0,1,,,unmatched,
2024,COM,CB023INF01,BCom,Information Systems,augmented,1,134,0,134,False,0,69320,0,0,,,unmatched,
2024,COM,CB023INF01,BCom,Information Systems,augmented,2,144,0,144,False,0,78910,9860,0,,,unmatched,
2024,COM,CB023INF01,BCom,Information Systems,augmented,3,156,0,156,False,0,88340,19720,0,,,unmatched,
2024,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,1,146,0,134,False,12,79350,0,0,,,unmatched,
2024,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,2,162,0,162,False,0,86200,0,0,,,unmatched,
2024,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,3,144,0,144,False,0,39440,0,2,,,unmatched,
2024,COM,CB023INF11,BCom,Information Systems and Finance,augmented,1,152,0,152,False,0,79910,0,0,,,unmatched,
2024,COM,CB023INF11,BCom,Information Systems and Finance,augmented,2,162,0,162,False,0,87980,0,0,,,unmatched,
2024,COM,CB023INF11,BCom,Information Systems and Finance,augmented,3,150,0,150,False,0,81430,0,0,,,unmatched,
2024,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,1,132,0,132,False,0,66140,0,0,,,unmatched,
2024,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,2,270,2,174,False,96,138510,0,2,,,unmatched,
2024,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,3,223,2,168,False,55,102724,13694,2,,,unmatched,
2024,COM,CB024BUS07,BBusSc,Marketing,augmented,1,150,0,150,False,0,78700,0,0,,,unmatched,
2024,COM,CB024BUS07,BBusSc,Marketing,augmented,2,114,0,114,False,0,60860,0,0,,,unmatched,
2024,COM,CB024BUS07,BBusSc,Marketing,augmented,3,144,0,144,False,0,68330,0,0,,,unmatched,
2024,COM,CB024BUS07,BBusSc,Marketing,augmented,4,180,0,180,False,0,96630,0,0,,,unmatched,
2024,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,1,146,0,146,False,0,78090,0,0,,,unmatched,
2024,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,2,132,0,132,False,0,68170,0,0,,,unmatched,
2024,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,3,162,0,162,False,0,85490,0,0,,,unmatched,
2024,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,4,156,0,156,False,0,91880,0,0,,,unmatched,
2024,COM,CB024BUS22,BBusSc,Analytics,augmented,1,170,0,170,False,0,89210,0,0,,,unmatched,
2024,COM,CB024BUS22,BBusSc,Analytics,augmented,2,198,0,186,False,12,105930,0,0,,,unmatched,
2024,COM,CB024BUS22,BBusSc,Analytics,augmented,3,210,0,198,True,12,112010,0,0,,,unmatched,
2024,COM,CB024BUS22,BBusSc,Analytics,augmented,4,178,0,178,False,0,81340,0,0,,,unmatched,
2024,COM,CB024CSC05,BBusSc,Computer Science,augmented,1,162,0,164,False,-2,87940,0,0,,,unmatched,
2024,COM,CB024CSC05,BBusSc,Computer Science,augmented,2,150,0,162,True,-12,77190,0,0,,,unmatched,
2024,COM,CB024CSC05,BBusSc,Computer Science,augmented,3,180,0,180,False,0,58310,0,2,,,unmatched,
2024,COM,CB024CSC05,BBusSc,Computer Science,augmented,4,262,0,160,False,102,118930,0,0,,,unmatched,
2024,COM,CB024ECO01,BBusSc,Economics,augmented,1,152,0,152,False,0,79910,0,0,,,unmatched,
2024,COM,CB024ECO01,BBusSc,Economics,augmented,2,156,0,156,True,0,83650,0,0,,,unmatched,
2024,COM,CB024ECO01,BBusSc,Economics,augmented,3,216,2,162,True,54,116680,9860,2,,,unmatched,
2024,COM,CB024ECO01,BBusSc,Economics,augmented,4,156,0,156,False,0,98470,0,0,,,unmatched,
2024,COM,CB024ECO03,BBusSc,Economics with Law,augmented,1,152,0,152,False,0,79910,0,0,60310,BBusSc Academic Development specialising in Economics with Law,label_match,32.5
2024,COM,CB024ECO03,BBusSc,Economics with Law,augmented,2,168,0,168,False,0,88120,0,0,61850,BBusSc Academic Development specialising in Economics with Law,label_match,42.5
2024,COM,CB024ECO03,BBusSc,Economics with Law,augmented,3,162,0,162,False,0,85050,9860,0,65330,BBusSc Academic Development specialising in Economics with Law,label_match,30.2
2024,COM,CB024ECO03,BBusSc,Economics with Law,augmented,4,174,0,174,False,0,108330,0,0,65590,BBusSc Academic Development specialising in Economics with Law,label_match,65.2
2024,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,1,161,0,161,False,0,88140,0,0,,,unmatched,
2024,COM,CB024FTX04,BBusSc,Finance with Accounting,augmented,2,162,0,162,False,0,89590,0,0,,,unmatched,
